risk_budget,method,split,seed,episodes,success,aborted,repeated_abort,violation,abstained,path_efficiency,completion_time,safety_margin,boundary_f1,boundary_iou,calibration_brier,calibration_ece,chosen_path_risk,discovered_area,tail_risk
0.18,abort_constraint_discovery_v5,combined_abort_stress,4,8,0.62500,0.25000,0.25000,0.12500,0.37500,0.19142,2.81595,0.25684,0.43943,0.28462,0.16581,0.19426,0.47900,0.28054,0.37500
0.18,abort_constraint_discovery_v5,combined_abort_stress,5,8,0.62500,0.62500,0.37500,0.37500,0.37500,0.19393,4.14589,0.00273,0.41558,0.26472,0.17142,0.19672,0.44696,0.26672,0.37500
0.18,abort_constraint_discovery_v5,combined_abort_stress,6,8,0.75000,0.37500,0.12500,0.37500,0.25000,0.25668,2.92776,0.01232,0.44833,0.29091,0.16316,0.19881,0.32314,0.26945,0.25000
0.18,abort_constraint_discovery_v5,combined_abort_stress,7,8,0.37500,0.37500,0.25000,0.25000,0.62500,0.11977,2.35947,0.37785,0.43958,0.28349,0.16695,0.19836,0.66642,0.28461,0.62500
0.18,conformal_abort_risk_filter,combined_abort_stress,0,8,0.50000,0.75000,0.50000,0.62500,0.00000,0.19199,4.87341,-0.00693,0.42964,0.27487,0.10664,0.09861,0.15646,0.15461,0.50000
0.18,conformal_abort_risk_filter,combined_abort_stress,1,8,0.87500,0.62500,0.62500,0.62500,0.00000,0.22807,4.72171,-0.00416,0.39539,0.24837,0.11888,0.10417,0.14270,0.14906,0.12500
0.18,conformal_abort_risk_filter,combined_abort_stress,2,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.28298,3.96973,0.00223,0.38703,0.24075,0.11971,0.10050,0.17612,0.14625,0.25000
0.18,conformal_abort_risk_filter,combined_abort_stress,3,8,0.75000,0.25000,0.25000,0.25000,0.00000,0.30089,3.41352,0.00728,0.38031,0.23572,0.12061,0.09130,0.14498,0.14023,0.25000
0.18,conformal_abort_risk_filter,combined_abort_stress,4,8,0.75000,0.50000,0.37500,0.37500,0.00000,0.25971,4.06826,0.00599,0.40171,0.25313,0.11428,0.09768,0.15859,0.14406,0.25000
0.18,conformal_abort_risk_filter,combined_abort_stress,5,8,0.50000,0.75000,0.62500,0.75000,0.00000,0.16171,5.23604,-0.01270,0.41288,0.26342,0.12069,0.11132,0.17266,0.15094,0.50000
0.18,conformal_abort_risk_filter,combined_abort_stress,6,8,0.62500,0.62500,0.50000,0.50000,0.00000,0.24042,4.18913,0.00300,0.39530,0.24765,0.11604,0.10781,0.14194,0.14656,0.37500
0.18,conformal_abort_risk_filter,combined_abort_stress,7,8,1.00000,0.62500,0.50000,0.50000,0.00000,0.28394,4.59413,0.00396,0.40888,0.25782,0.11397,0.10516,0.13885,0.14680,0.00000
0.18,constraint_classifier,combined_abort_stress,0,8,0.62500,0.75000,0.50000,0.62500,0.00000,0.20561,4.66191,-0.00587,0.38386,0.23833,0.15563,0.18750,0.23709,0.27406,0.37500
0.18,constraint_classifier,combined_abort_stress,1,8,0.62500,0.75000,0.75000,0.75000,0.00000,0.18808,4.88156,-0.00898,0.36448,0.22465,0.16476,0.17792,0.24459,0.26344,0.37500
0.18,constraint_classifier,combined_abort_stress,2,8,0.75000,0.37500,0.25000,0.25000,0.00000,0.30693,3.40757,0.00878,0.37517,0.23220,0.15647,0.16748,0.23129,0.25281,0.25000
0.18,constraint_classifier,combined_abort_stress,3,8,0.75000,0.37500,0.25000,0.25000,0.00000,0.30502,3.42074,0.01179,0.37043,0.22829,0.16159,0.16329,0.20356,0.25648,0.25000
0.18,constraint_classifier,combined_abort_stress,4,8,0.75000,0.37500,0.25000,0.25000,0.00000,0.30035,3.54323,0.00562,0.39069,0.24358,0.15420,0.16864,0.22079,0.25523,0.25000
0.18,constraint_classifier,combined_abort_stress,5,8,0.37500,0.87500,0.75000,0.87500,0.00000,0.11329,5.92784,-0.01915,0.39609,0.24898,0.16530,0.18662,0.26550,0.27516,0.62500
0.18,constraint_classifier,combined_abort_stress,6,8,0.75000,0.62500,0.62500,0.50000,0.00000,0.24127,4.30360,0.00108,0.39069,0.24372,0.15788,0.18005,0.19567,0.26922,0.25000
0.18,constraint_classifier,combined_abort_stress,7,8,0.62500,0.62500,0.62500,0.50000,0.00000,0.24091,4.89239,-0.00580,0.40573,0.25603,0.15584,0.18162,0.22313,0.27516,0.37500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,0,8,0.87500,0.62500,0.50000,0.50000,0.00000,0.21164,6.17059,-0.00933,0.32298,0.19332,0.21227,0.22714,0.12905,0.33336,0.12500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,1,8,0.87500,0.50000,0.12500,0.50000,0.00000,0.27425,4.10223,0.00366,0.31657,0.18916,0.21108,0.22019,0.13367,0.31359,0.12500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,2,8,1.00000,0.25000,0.12500,0.25000,0.00000,0.33910,3.00817,0.02555,0.30197,0.17869,0.20416,0.20516,0.13301,0.30289,0.00000
0.18,kernel_trace_constraint_classifier,combined_abort_stress,3,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.29411,3.88066,0.01184,0.30116,0.17750,0.21865,0.21933,0.12971,0.31469,0.12500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,4,8,1.00000,0.37500,0.12500,0.37500,0.00000,0.29813,3.37088,0.01240,0.31304,0.18662,0.20502,0.21277,0.14398,0.30875,0.00000
0.18,kernel_trace_constraint_classifier,combined_abort_stress,5,8,0.87500,0.75000,0.62500,0.75000,0.12500,0.16038,7.52726,-0.00470,0.32915,0.19815,0.23455,0.25543,0.24814,0.36875,0.12500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,6,8,0.87500,0.62500,0.37500,0.62500,0.12500,0.23288,4.85777,0.00326,0.31401,0.18710,0.22123,0.24241,0.25116,0.34023,0.12500
0.18,kernel_trace_constraint_classifier,combined_abort_stress,7,8,0.75000,0.37500,0.25000,0.37500,0.00000,0.27435,4.91715,0.01114,0.34025,0.20590,0.20545,0.21410,0.12856,0.32336,0.25000
0.18,oracle_constraints,combined_abort_stress,0,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.34775,3.44545,0.01580,1.00000,1.00000,0.01955,0.06496,0.03236,0.12125,0.12500
0.18,oracle_constraints,combined_abort_stress,1,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.33330,3.38928,0.01504,1.00000,1.00000,0.02125,0.07047,0.03141,0.13164,0.12500
0.18,oracle_constraints,combined_abort_stress,2,8,1.00000,0.50000,0.37500,0.37500,0.00000,0.28980,4.22412,0.02218,1.00000,1.00000,0.02089,0.06957,0.01809,0.13047,0.00000
0.18,oracle_constraints,combined_abort_stress,3,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.36323,3.37741,0.02252,1.00000,1.00000,0.02144,0.07090,0.02062,0.13672,0.12500
0.18,oracle_constraints,combined_abort_stress,4,8,0.87500,0.50000,0.25000,0.25000,0.00000,0.29409,4.00788,0.01671,1.00000,1.00000,0.02095,0.07021,0.02727,0.13078,0.12500
0.18,oracle_constraints,combined_abort_stress,5,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.33825,2.75949,0.02173,1.00000,1.00000,0.02210,0.07350,0.02189,0.13570,0.12500
0.18,oracle_constraints,combined_abort_stress,6,8,0.87500,0.37500,0.12500,0.37500,0.00000,0.30952,3.17545,0.01625,1.00000,1.00000,0.02002,0.06698,0.01895,0.12961,0.12500
0.18,oracle_constraints,combined_abort_stress,7,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.40659,2.13351,0.02567,1.00000,1.00000,0.02077,0.06989,0.01616,0.13250,0.00000
0.18,particle_constraint_belief,combined_abort_stress,0,8,0.87500,0.50000,0.50000,0.50000,0.00000,0.23894,5.05802,0.00010,0.38775,0.24109,0.13478,0.14920,0.14599,0.22890,0.12500
0.18,particle_constraint_belief,combined_abort_stress,1,8,0.87500,0.75000,0.50000,0.75000,0.00000,0.20323,5.43838,-0.00324,0.37347,0.23113,0.14743,0.16226,0.11540,0.23523,0.12500
0.18,particle_constraint_belief,combined_abort_stress,2,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.36325,3.03163,0.01943,0.36952,0.22807,0.13807,0.13270,0.13799,0.20750,0.00000
0.18,particle_constraint_belief,combined_abort_stress,3,8,0.87500,0.37500,0.25000,0.25000,0.00000,0.28155,3.75435,0.00934,0.36311,0.22257,0.14509,0.13959,0.15290,0.21344,0.12500
0.18,particle_constraint_belief,combined_abort_stress,4,8,1.00000,0.25000,0.12500,0.12500,0.00000,0.32312,2.93678,0.01351,0.38525,0.23996,0.13565,0.14045,0.14188,0.21016,0.00000
0.18,particle_constraint_belief,combined_abort_stress,5,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.21671,5.53860,-0.00357,0.41396,0.26271,0.14388,0.16607,0.14943,0.24273,0.12500
0.18,particle_constraint_belief,combined_abort_stress,6,8,1.00000,0.50000,0.37500,0.37500,0.00000,0.26893,4.10229,0.00611,0.39245,0.24556,0.13924,0.15485,0.11279,0.22180,0.00000
0.18,particle_constraint_belief,combined_abort_stress,7,8,1.00000,0.50000,0.25000,0.50000,0.00000,0.27971,4.20858,0.00337,0.41178,0.26107,0.13679,0.15200,0.14689,0.23297,0.00000
0.18,risk_filter_uncertainty,combined_abort_stress,0,8,0.50000,1.00000,0.75000,1.00000,0.00000,0.14401,5.73286,-0.01806,0.43807,0.28182,0.10731,0.10895,0.20125,0.16226,0.50000
0.18,risk_filter_uncertainty,combined_abort_stress,1,8,0.50000,0.75000,0.50000,0.75000,0.00000,0.19865,4.82855,-0.00740,0.37666,0.23425,0.11582,0.09731,0.19133,0.14469,0.50000
0.18,risk_filter_uncertainty,combined_abort_stress,2,8,0.75000,0.50000,0.50000,0.50000,0.00000,0.26711,4.68590,0.00437,0.37291,0.23115,0.11787,0.10648,0.15722,0.15453,0.25000
0.18,risk_filter_uncertainty,combined_abort_stress,3,8,0.62500,0.75000,0.75000,0.75000,0.00000,0.17432,5.98811,-0.00925,0.39993,0.25120,0.11790,0.09512,0.18255,0.15125,0.37500
0.18,risk_filter_uncertainty,combined_abort_stress,4,8,0.62500,0.75000,0.62500,0.75000,0.00000,0.21617,4.56035,-0.01188,0.38888,0.24347,0.11571,0.10117,0.20055,0.15203,0.37500
0.18,risk_filter_uncertainty,combined_abort_stress,5,8,0.62500,0.87500,0.62500,0.75000,0.00000,0.17752,5.08547,-0.01006,0.40666,0.25891,0.11847,0.10942,0.16969,0.15461,0.37500
0.18,risk_filter_uncertainty,combined_abort_stress,6,8,0.50000,0.87500,0.75000,0.75000,0.00000,0.16026,5.57036,-0.01256,0.43057,0.27556,0.11373,0.11053,0.17869,0.16531,0.50000
0.18,risk_filter_uncertainty,combined_abort_stress,7,8,0.62500,0.62500,0.62500,0.62500,0.00000,0.21679,4.87440,-0.00047,0.42194,0.26926,0.11111,0.09664,0.17318,0.15031,0.37500
0.18,robust_barrier_mpc,combined_abort_stress,0,8,0.75000,0.62500,0.62500,0.62500,0.00000,0.20883,5.76258,-0.00409,0.38622,0.24039,0.14095,0.15726,0.16219,0.25297,0.25000
0.18,robust_barrier_mpc,combined_abort_stress,1,8,0.87500,0.50000,0.37500,0.37500,0.00000,0.25214,4.20702,0.00070,0.37387,0.23144,0.14917,0.15649,0.14438,0.24984,0.12500
0.18,robust_barrier_mpc,combined_abort_stress,2,8,1.00000,0.25000,0.12500,0.25000,0.00000,0.34129,3.78867,0.00936,0.36203,0.22224,0.14603,0.14553,0.14803,0.24242,0.00000
0.18,robust_barrier_mpc,combined_abort_stress,3,8,0.87500,0.37500,0.12500,0.25000,0.00000,0.28673,3.58319,0.00887,0.36081,0.22068,0.14905,0.14526,0.15258,0.23234,0.12500
0.18,robust_barrier_mpc,combined_abort_stress,4,8,0.87500,0.37500,0.25000,0.37500,0.00000,0.26414,3.92011,0.00846,0.39096,0.24461,0.14211,0.15386,0.15087,0.24391,0.12500
0.18,robust_barrier_mpc,combined_abort_stress,5,8,1.00000,0.37500,0.25000,0.37500,0.00000,0.26782,3.96210,0.00275,0.39208,0.24612,0.14983,0.16466,0.13106,0.24734,0.00000
0.18,robust_barrier_mpc,combined_abort_stress,6,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.24208,4.62464,0.00715,0.40626,0.25551,0.14044,0.15628,0.13707,0.26008,0.25000
0.18,robust_barrier_mpc,combined_abort_stress,7,8,1.00000,0.37500,0.12500,0.37500,0.00000,0.31891,3.18125,0.00556,0.41358,0.26289,0.13954,0.15443,0.15121,0.25172,0.00000
0.25,abort_constraint_discovery_v5,combined_abort_stress,0,8,0.62500,0.37500,0.25000,0.25000,0.37500,0.16032,3.65286,0.26206,0.43413,0.28088,0.16387,0.19680,0.43149,0.27133,0.37500
0.25,abort_constraint_discovery_v5,combined_abort_stress,1,8,0.50000,0.37500,0.25000,0.37500,0.37500,0.12513,4.75868,0.26225,0.44234,0.28537,0.16452,0.18756,0.45277,0.26453,0.50000
0.25,abort_constraint_discovery_v5,combined_abort_stress,2,8,0.50000,0.37500,0.25000,0.25000,0.37500,0.18218,3.29324,0.13516,0.43641,0.28117,0.17745,0.21418,0.49205,0.30203,0.50000
0.25,abort_constraint_discovery_v5,combined_abort_stress,3,8,0.75000,0.50000,0.37500,0.25000,0.00000,0.23706,5.14628,0.00012,0.47234,0.31286,0.15793,0.19383,0.14975,0.27766,0.25000
0.25,abort_constraint_discovery_v5,combined_abort_stress,4,8,0.37500,0.62500,0.25000,0.50000,0.50000,0.12520,3.39348,0.25958,0.41429,0.26513,0.17240,0.20494,0.56689,0.26273,0.62500
0.25,abort_constraint_discovery_v5,combined_abort_stress,5,8,0.50000,0.12500,0.00000,0.00000,0.50000,0.19883,1.54327,0.39108,0.42575,0.27218,0.16212,0.18624,0.56435,0.25172,0.50000
0.25,abort_constraint_discovery_v5,combined_abort_stress,6,8,0.50000,0.62500,0.25000,0.50000,0.50000,0.16859,3.11461,0.11936,0.42574,0.27176,0.17896,0.20040,0.58437,0.29398,0.50000
0.25,abort_constraint_discovery_v5,combined_abort_stress,7,8,0.00000,0.37500,0.25000,0.12500,0.87500,0.06212,1.68735,0.62250,0.45644,0.29642,0.15949,0.18115,0.88934,0.26039,1.00000
0.25,conformal_abort_risk_filter,combined_abort_stress,0,8,0.62500,0.50000,0.37500,0.37500,0.00000,0.25102,4.02692,0.00355,0.41500,0.26499,0.11026,0.09649,0.15942,0.14320,0.37500
0.25,conformal_abort_risk_filter,combined_abort_stress,1,8,0.75000,0.62500,0.50000,0.50000,0.00000,0.25418,5.06804,-0.00343,0.41051,0.26020,0.11707,0.10782,0.15906,0.15297,0.25000
0.25,conformal_abort_risk_filter,combined_abort_stress,2,8,0.62500,0.62500,0.50000,0.62500,0.00000,0.21294,5.05239,0.00064,0.40995,0.25956,0.11565,0.09941,0.16291,0.15711,0.37500
0.25,conformal_abort_risk_filter,combined_abort_stress,3,8,0.62500,0.50000,0.50000,0.37500,0.00000,0.26635,4.27036,-0.00210,0.39412,0.24757,0.11229,0.09870,0.16555,0.14258,0.37500
0.25,conformal_abort_risk_filter,combined_abort_stress,4,8,0.50000,0.75000,0.62500,0.75000,0.00000,0.19246,5.40292,-0.01008,0.38440,0.24275,0.11573,0.10624,0.18268,0.13992,0.50000
0.25,conformal_abort_risk_filter,combined_abort_stress,5,8,0.87500,0.50000,0.50000,0.50000,0.00000,0.26894,3.83786,0.00135,0.39581,0.24836,0.11353,0.09628,0.14043,0.13695,0.12500
0.25,conformal_abort_risk_filter,combined_abort_stress,6,8,0.25000,0.75000,0.75000,0.75000,0.00000,0.15304,5.72757,-0.00271,0.38256,0.23699,0.12507,0.09573,0.18621,0.15852,0.75000
0.25,conformal_abort_risk_filter,combined_abort_stress,7,8,0.62500,0.62500,0.50000,0.62500,0.00000,0.22707,4.53087,0.00383,0.42131,0.26724,0.10920,0.08756,0.17535,0.15242,0.37500
0.25,constraint_classifier,combined_abort_stress,0,8,0.62500,0.50000,0.50000,0.50000,0.00000,0.24283,4.44215,0.00020,0.41201,0.26201,0.14944,0.17157,0.22197,0.25773,0.37500
0.25,constraint_classifier,combined_abort_stress,1,8,0.62500,0.62500,0.50000,0.50000,0.00000,0.22820,4.82038,-0.00245,0.39332,0.24618,0.15680,0.17627,0.25002,0.26250,0.37500
0.25,constraint_classifier,combined_abort_stress,2,8,0.50000,0.62500,0.50000,0.50000,0.00000,0.21186,4.22956,-0.00149,0.39527,0.24744,0.15461,0.17058,0.23755,0.26461,0.50000
0.25,constraint_classifier,combined_abort_stress,3,8,0.75000,0.37500,0.25000,0.25000,0.00000,0.31042,3.23010,0.00092,0.40245,0.25319,0.14607,0.16329,0.19127,0.24258,0.25000
0.25,constraint_classifier,combined_abort_stress,4,8,0.62500,0.62500,0.50000,0.50000,0.00000,0.22731,4.69945,0.00064,0.38472,0.24190,0.15515,0.17592,0.24809,0.25188,0.37500
0.25,constraint_classifier,combined_abort_stress,5,8,0.50000,0.75000,0.75000,0.75000,0.00000,0.15454,6.12712,-0.00818,0.39944,0.25087,0.15518,0.17512,0.24143,0.26703,0.50000
0.25,constraint_classifier,combined_abort_stress,6,8,0.25000,0.75000,0.75000,0.75000,0.00000,0.15752,5.51046,-0.00974,0.39540,0.24704,0.16464,0.16847,0.23748,0.26969,0.75000
0.25,constraint_classifier,combined_abort_stress,7,8,0.50000,0.50000,0.50000,0.50000,0.00000,0.24217,4.32097,0.00361,0.42004,0.26643,0.14636,0.16226,0.24881,0.26133,0.50000
0.25,kernel_trace_constraint_classifier,combined_abort_stress,0,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.23947,4.76076,0.00818,0.32385,0.19512,0.20616,0.21744,0.12178,0.31211,0.12500
0.25,kernel_trace_constraint_classifier,combined_abort_stress,1,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.34850,3.31632,0.01350,0.32899,0.19765,0.20082,0.20789,0.11895,0.30320,0.00000
0.25,kernel_trace_constraint_classifier,combined_abort_stress,2,8,0.87500,0.25000,0.12500,0.25000,0.00000,0.28999,3.67278,0.00959,0.32699,0.19672,0.20741,0.21285,0.12892,0.31328,0.12500
0.25,kernel_trace_constraint_classifier,combined_abort_stress,3,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.29060,4.68489,0.00703,0.31319,0.18680,0.20925,0.21871,0.14535,0.31844,0.25000
0.25,kernel_trace_constraint_classifier,combined_abort_stress,4,8,0.37500,0.75000,0.75000,0.75000,0.00000,0.14698,7.31660,-0.01231,0.30328,0.17976,0.24163,0.26125,0.22687,0.37523,0.62500
0.25,kernel_trace_constraint_classifier,combined_abort_stress,5,8,0.87500,0.62500,0.25000,0.37500,0.00000,0.25739,4.26998,0.00241,0.31335,0.18666,0.21196,0.22152,0.17283,0.31953,0.12500
0.25,kernel_trace_constraint_classifier,combined_abort_stress,6,8,0.62500,0.75000,0.62500,0.75000,0.00000,0.17955,6.75263,-0.00773,0.31184,0.18552,0.24229,0.25169,0.23116,0.37680,0.37500
0.25,kernel_trace_constraint_classifier,combined_abort_stress,7,8,0.87500,0.37500,0.37500,0.37500,0.00000,0.26893,4.46809,0.00871,0.34681,0.21013,0.20261,0.20711,0.12135,0.31531,0.12500
0.25,oracle_constraints,combined_abort_stress,0,8,0.62500,0.37500,0.37500,0.37500,0.00000,0.25534,4.52196,0.02117,1.00000,1.00000,0.01974,0.06593,0.02084,0.12742,0.37500
0.25,oracle_constraints,combined_abort_stress,1,8,1.00000,0.37500,0.37500,0.37500,0.00000,0.33603,4.30493,0.02082,1.00000,1.00000,0.02051,0.06803,0.01880,0.13179,0.00000
0.25,oracle_constraints,combined_abort_stress,2,8,0.75000,0.62500,0.37500,0.62500,0.00000,0.24180,4.76501,0.02728,1.00000,1.00000,0.02134,0.07144,0.02428,0.13273,0.25000
0.25,oracle_constraints,combined_abort_stress,3,8,0.87500,0.25000,0.12500,0.12500,0.00000,0.35671,2.58390,0.02889,1.00000,1.00000,0.01968,0.06605,0.02138,0.12765,0.12500
0.25,oracle_constraints,combined_abort_stress,4,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.30273,3.98948,0.01174,1.00000,1.00000,0.02076,0.06966,0.02356,0.12937,0.25000
0.25,oracle_constraints,combined_abort_stress,5,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.35782,2.84413,0.01948,1.00000,1.00000,0.02055,0.06886,0.01733,0.12898,0.00000
0.25,oracle_constraints,combined_abort_stress,6,8,0.62500,0.50000,0.37500,0.50000,0.00000,0.29563,4.80262,0.02262,1.00000,1.00000,0.02287,0.07564,0.03006,0.14227,0.37500
0.25,oracle_constraints,combined_abort_stress,7,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.27454,4.22777,0.01354,1.00000,1.00000,0.02034,0.06809,0.01774,0.13031,0.25000
0.25,particle_constraint_belief,combined_abort_stress,0,8,0.87500,0.37500,0.25000,0.25000,0.00000,0.28063,3.89473,0.00873,0.40081,0.25476,0.13517,0.14515,0.14217,0.21281,0.12500
0.25,particle_constraint_belief,combined_abort_stress,1,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.26358,4.63384,0.00354,0.40634,0.25604,0.13710,0.14770,0.16936,0.22148,0.25000
0.25,particle_constraint_belief,combined_abort_stress,2,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.32916,2.88856,0.02402,0.40685,0.25709,0.13185,0.12972,0.10896,0.20711,0.00000
0.25,particle_constraint_belief,combined_abort_stress,3,8,0.62500,0.50000,0.37500,0.50000,0.00000,0.26220,4.38926,0.00685,0.38900,0.24226,0.13531,0.14502,0.17135,0.21539,0.37500
0.25,particle_constraint_belief,combined_abort_stress,4,8,0.62500,0.62500,0.62500,0.62500,0.00000,0.21151,5.30531,0.00121,0.37949,0.23566,0.14310,0.15802,0.22244,0.23305,0.37500
0.25,particle_constraint_belief,combined_abort_stress,5,8,1.00000,0.25000,0.12500,0.25000,0.00000,0.33439,2.93424,0.01586,0.38344,0.23847,0.13413,0.13495,0.13403,0.20211,0.00000
0.25,particle_constraint_belief,combined_abort_stress,6,8,0.62500,0.75000,0.50000,0.75000,0.00000,0.19186,6.01638,-0.00565,0.39007,0.24337,0.15087,0.15401,0.20260,0.25172,0.37500
0.25,particle_constraint_belief,combined_abort_stress,7,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.32612,3.00413,0.01480,0.41835,0.26500,0.12614,0.12245,0.13334,0.20735,0.00000
0.25,risk_filter_uncertainty,combined_abort_stress,0,8,0.37500,0.87500,0.75000,0.75000,0.00000,0.15638,4.97480,-0.01205,0.40871,0.25936,0.11263,0.10713,0.22192,0.15055,0.62500
0.25,risk_filter_uncertainty,combined_abort_stress,1,8,0.62500,0.62500,0.50000,0.62500,0.00000,0.23878,4.66423,-0.00445,0.41264,0.26181,0.11203,0.10486,0.18186,0.15258,0.37500
0.25,risk_filter_uncertainty,combined_abort_stress,2,8,0.12500,1.00000,1.00000,1.00000,0.00000,0.07566,6.26338,-0.02026,0.40928,0.25998,0.11473,0.10683,0.23669,0.15602,0.87500
0.25,risk_filter_uncertainty,combined_abort_stress,3,8,0.62500,0.62500,0.50000,0.50000,0.00000,0.23340,4.26588,-0.00621,0.40764,0.25922,0.10655,0.08845,0.16719,0.13820,0.37500
0.25,risk_filter_uncertainty,combined_abort_stress,4,8,0.50000,0.87500,0.75000,0.75000,0.00000,0.16048,5.51102,-0.01027,0.37875,0.23605,0.11672,0.10688,0.21026,0.15000,0.50000
0.25,risk_filter_uncertainty,combined_abort_stress,5,8,0.62500,0.87500,0.50000,0.62500,0.00000,0.19366,4.80565,-0.01124,0.41520,0.26345,0.10941,0.09745,0.18427,0.14891,0.37500
0.25,risk_filter_uncertainty,combined_abort_stress,6,8,0.50000,0.75000,0.75000,0.75000,0.00000,0.18004,5.15558,-0.01130,0.39886,0.25016,0.12148,0.09456,0.18002,0.15531,0.50000
0.25,risk_filter_uncertainty,combined_abort_stress,7,8,0.37500,0.62500,0.62500,0.62500,0.00000,0.18896,5.29415,-0.00472,0.43365,0.27810,0.10769,0.09260,0.19872,0.15117,0.62500
0.25,robust_barrier_mpc,combined_abort_stress,0,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.23938,4.68260,0.00356,0.38745,0.24343,0.14476,0.15863,0.16468,0.24734,0.25000
0.25,robust_barrier_mpc,combined_abort_stress,1,8,1.00000,0.37500,0.12500,0.25000,0.00000,0.30332,3.26402,0.01118,0.38896,0.24247,0.14069,0.14628,0.12972,0.23203,0.00000
0.25,robust_barrier_mpc,combined_abort_stress,2,8,1.00000,0.25000,0.25000,0.25000,0.00000,0.30485,3.42795,0.01921,0.41273,0.26285,0.13919,0.14806,0.13075,0.24305,0.00000
0.25,robust_barrier_mpc,combined_abort_stress,3,8,0.75000,0.25000,0.25000,0.25000,0.00000,0.29451,3.60748,0.00436,0.37653,0.23306,0.13987,0.14341,0.14725,0.23648,0.25000
0.25,robust_barrier_mpc,combined_abort_stress,4,8,0.75000,0.37500,0.25000,0.37500,0.00000,0.27138,4.29653,0.00427,0.38327,0.23993,0.14263,0.15829,0.13709,0.24195,0.25000
0.25,robust_barrier_mpc,combined_abort_stress,5,8,0.87500,0.25000,0.12500,0.25000,0.00000,0.33299,3.07878,0.01258,0.36991,0.22809,0.14260,0.15076,0.15280,0.23516,0.12500
0.25,robust_barrier_mpc,combined_abort_stress,6,8,0.75000,0.87500,0.50000,0.87500,0.00000,0.19884,5.18096,-0.00559,0.38089,0.23593,0.15388,0.15220,0.17485,0.25992,0.25000
0.25,robust_barrier_mpc,combined_abort_stress,7,8,1.00000,0.25000,0.25000,0.25000,0.00000,0.32536,3.39447,0.01604,0.41592,0.26344,0.12964,0.12603,0.13224,0.22797,0.00000
